customer_id,tenure,age,support_calls,subscription_type,country,monthly_usage,avg_session_duration,feature_1_usage,feature_2_usage,churn,usage_intensity
1,52,75,0,Basic,UK,32.37461822087508,16.47342513408775,1.157110165359616,6.04079491601038,0,0.6225888119399053
2,15,37,1,Premium,France,19.353461327593312,31.269014458985627,2.707514973947577,1.5494705178566803,0,1.2902307551728875
3,61,53,1,Enterprise,UK,30.092976332968377,78.57762139351297,4.5287662717893555,12.918039621627559,0,0.49332748086833406
4,21,65,0,Basic,France,32.243515549517454,10.020258670754442,0.9499435429711204,0.05112488550811968,0,1.535405502357974
5,24,21,0,Premium,UK,20.240402013716892,30.90143019380279,0.3837018559663382,2.0254930365061075,0,0.8433500839048705
6,3,56,3,Basic,USA,11.89375879194437,26.166253248444765,1.157760959101933,0.15431528853944484,1,3.9645862639814564
7,22,60,1,Premium,France,27.58877195882336,34.65865494319297,1.346271819186842,2.0410721460374965,0,1.2540350890374254
8,53,54,1,Premium,USA,35.371399612521856,20.90516930561859,0.18478997206704273,2.1357736315560993,0,0.667384898349469
9,2,46,2,Basic,USA,16.791427111740774,30.37746427827707,0.459923251304545,7.1524361344757645,1,8.395713555870387
10,30,29,0,Basic,UK,30.815788198300897,39.38004801076195,1.0721782692102033,4.824972187472168,0,1.0271929399433632
11,38,65,0,Premium,India,26.56470341245549,32.996291066310285,2.416414406341419,1.2089577842754786,0,0.6990711424330392
12,2,45,0,Basic,USA,14.743598801909027,13.884990720996088,1.573286613426871,5.41024251300564,1,7.371799400954513
13,64,31,0,Basic,UK,27.220003952422697,30.579756544062743,0.47719626474035254,0.6007642551566417,0,0.42531256175660465
14,60,40,1,Enterprise,USA,43.98229818738932,78.49686321089342,1.0498025417246888,6.367875669722002,0,0.7330383031231553
15,21,50,1,Enterprise,India,32.44690129095559,38.09893908468508,4.964131294911286,1.7543219340165637,0,1.5450905376645518
16,33,21,0,Premium,UK,45.44789761978013,21.960994102671606,1.2524621313957927,13.293778977645498,0,1.377209018781216
17,58,45,0,Premium,USA,41.2479239031047,42.038614057013284,0.6297124104087122,10.580358877354996,0,0.7111711017776672
18,22,38,0,Basic,UK,35.39889590569841,63.45059790937522,1.2073974759844668,1.0777452762769055,0,1.6090407229862913
19,49,65,1,Basic,USA,24.754177633318886,23.359859141565476,1.359413548055004,0.08951679621624811,0,0.5051872986391609
20,59,16,1,Enterprise,USA,24.622127507421098,22.130130973969308,0.889236057000191,5.627743730561631,0,0.4173241950410356
21,42,59,2,Premium,Germany,17.97727900734438,26.250228703156793,1.8890369467182144,0.6925777319062056,1,0.42803045255581856
22,60,66,0,Premium,UK,34.69093121669513,47.82255481628698,4.1378979419398085,0.48767287104027646,0,0.5781821869449187
23,15,17,0,Basic,USA,18.204442405645896,23.890777172667814,0.3744057695138385,7.131909563972979,0,1.2136294937097263
24,62,19,1,Premium,USA,54.09372702765915,16.172158563299153,1.3324806504593532,3.2347722426856125,0,0.8724794681880508
25,62,71,1,Basic,France,30.677766904409854,45.038024592670595,0.21370849995917862,8.154063380107287,0,0.49480269200661053
26,47,31,0,Basic,UK,27.367580259391065,28.714831824777,0.48448005121351523,0.9218281714810139,0,0.5822889416891716
27,62,91,0,Basic,USA,44.47216654219423,30.60572221567381,1.1320097173165125,1.2110320493363531,0,0.7172930087450682
28,51,17,0,Premium,USA,42.89397858992545,22.244167816275397,11.000788493233767,10.76875747419918,0,0.8410584037240285
29,55,47,0,Premium,USA,38.55613924810983,17.63435823447536,3.6018079414881425,2.3001931331095777,0,0.7010207136019969
30,64,44,0,Basic,Germany,44.60641440091705,37.30019969261984,5.363135441666607,0.7994985225278723,0,0.696975225014329
31,3,41,2,Basic,India,20.827947901715856,33.13452420764924,0.22113334037354282,1.6093257782437949,1,6.942649300571952
32,51,51,0,Premium,USA,51.65627934342447,34.932795411059026,8.53889648956061,1.6862172743348305,0,1.0128682224200878
33,7,52,0,Enterprise,Germany,7.300287072778585,27.291297951465943,2.8620564251022698,8.368770901372478,1,1.0428981532540835
34,21,42,1,Basic,UK,17.78526506506477,57.29921745644672,0.6634847796819757,1.5882760194758072,0,0.8469173840507034
35,39,29,0,Premium,UK,41.668647120505604,43.06855676563154,5.588704277847031,0.3125620621492568,0,1.0684268492437334
36,18,60,0,Enterprise,India,20.821444824307335,30.92488552232935,3.67870261181127,5.023983534366856,0,1.156746934683741
37,4,54,0,Basic,USA,20.935186260017616,10.590344657582078,0.19025739267228078,6.586883176942035,1,5.233796565004404
38,60,46,2,Basic,USA,7.337654274232741,42.41683937657832,1.5327227876131453,7.320186626059428,0,0.12229423790387901
